ucid,docket_text,labels
mad;;1:17-cr-10093,"Electronic Clerk's Notes for proceedings held before Judge William G. Young: Jury Trial Day Four as to Robert Kliss, North Atlantic Traders, LTD. held on 7/27/2017. G-5, Michael Papajohn resumes the stand. G-6, Richard Indorato (sworn); G-7, Raymond LeBlanc (sworn). Stipulations read into evidence as to exhibits 22, 23 and 24. G-8, Troy Audyatis (sworn). Government rests. Defendants move orally for directed verdict of acquittal at the conclusion of the government's evidence at side bar. The Court sets a hearing for 2:30 on oral motion. Defendants' evidence commences: D-1, Kyle Kliss (sworn); D-2, Richard Ruais (sworn). Jury excused early for the day. The defendants call Lucus Pena to the stand, sworn and questioned by defense counsel - witness pleads his 5th amendment right. The Court concludes that Mr. O'Connell will not take the stand in accordance with the Court's ruling. The Court hears arguments on the defendants' oral motion for judgment of acquittal at the conclusion of the government's evidence. Motions are denied. The Court announces that the government has not proven enhancements. Charge conference held. (Attorneys present: Ausa Donner and Duggan for the government, Attorney Pollack for defendant Kliss and Attorney Ouellette for North Atlantic Traders, LTD.. )Court Reporter Name and Contact or digital recording information: Richard Romanow at bulldog@richromanow.com. (Gaudet, Jennifer) (Entered: 08/01/2017)",jury trial|trial
txsd;;7:16-cv-00548,"NOTICE OF REMOVAL from 430th District Court, Hidalgo County, Texas, case number C-2041-16-J (Filing fee $ 400 receipt number 0541-17229214) filed by GeoVera Specialty Insurance Company. (Attachments: # 1 Exhibit A - Index of Matters Being Filed, # 2 Exhibit B - Docket Sheet, # 3 Exhibit C - Plaintiffs' Original Petition, # 4 Exhibit D - Civil Case Information Sheet, # 5 Exhibit E - Defendant GeoVera Specialty's Original Answer, # 6 Exhibit F - List of Parties and Counsel, # 7 G - Declaration of Adrienne H. Nelson, # 8 Civil Cover Sheet)(Thompson, Rhonda) (Entered: 09/13/2016)",notice|notice of removal
prd;;3:17-cv-02074,"ORDER: See attached. Joint Pretrial Conference Report due by 2/25/2019. The parties shall also submit, by February 25, 2019 proposed voir dire and jury instructions (preliminary and final) and verdict forms for the court's consideration. Signed by Judge Pedro A. Delgado-Hernandez on 1/25/2019. (LMR) (Entered: 01/25/2019)",order
paed;;2:06-cr-00386,"ORDER AS TO PAUL WILKINS THAT ON OR BEFORE 5/9/08, DEFT., THROUGH COUNSEL, SHALL PROVIDE THE COURT WITH A REPORT WITH RESPECT TO TRIAL STATUS. IT IS FURTHER ORDERED THAT THE PARTIES NEED NOT FILE AND SERVE TRIAL RELATED DOCUMENTS-PROPOSED JURY VOIR DIRE QUESTIONS, PROPOSED JURY INSTRUCTIONS, PROPOSED VERDICT SLIPS AND TRIAL MEMORANDA-UNTIL FURTHER ORDER OF THE COURT.. Signed by HONORABLE JAN E. DUBOIS on 5/2/08.5/5/08 Entered and Copies E-Mailed and Faxed by Chambers. (jh, ) (Entered: 05/05/2008)",order
ksd;;6:16-cv-01188,MINUTE ENTRY for proceedings held before District Judge John W. Broomes: JURY TRIAL held and completed on 10/8/2019. Jury deliberates and returns verdict. (Court Reporter Jana McKinney.) (This is a TEXT ENTRY ONLY. There is no.pdf document associated with this entry.) (jmr) (Entered: 10/08/2019),jury trial|minute entry|trial|verdict
txwd;;4:16-cr-00470,FINDINGS OF FACT AND RECOMMENDATION on felony guilty plea before the United States Magistrate Judge as to ROLANDO CUEVAS. Signed by Judge David Counts. (cv) (Entered: 12/29/2016),findings of fact
txwd;;1:16-cr-00160,ORDER accepting re 566 Findings of Fact on Plea as to Nancy Urias-Jaimes. Guilty plea accepted.. Signed by Judge Sam Sparks. (ml) (Entered: 02/27/2017),order
txwd;;3:17-cr-02495,FINDINGS OF FACT AND RECOMMENDATION on felony guilty plea before the United States Magistrate Judge as to Jose Cornelio Nunez Duarte. Signed by Judge Miguel A. Torres. (dt) (Entered: 03/14/2018),findings of fact
paed;;2:10-cr-00177,"Jury Verdict Sheet as to RICHARD GOODE.CERTIFICATE OF SERVICE(NARCISI, LAURENCE) (Entered: 11/24/2010)",verdict
paed;;5:16-cv-02703,"Proposed Verdict Sheet by PPL ELECTRIC UTILITIES.. Certificate of Service (MCCARROLL, SCOTT) (Entered: 06/07/2017)",proposed
paed;;2:04-cr-00153,"SCHEDULING ORDER AS TO SHANTE HALL, ROOSEVELT COCHARN, THAT THE JURY TRIAL IS SET FOR 12/16/2004 AT 10:00 AM IN COURTROOM 12B BEFORE THE HONORABLE JAN E. DUBOIS. JURY INSTRUCTIONS, VOIR DIRE QUESTIONS, PROPOSED VERDICT SLIP, AND TRIAL MEMORANDUM ARE DUE BY 12/1/2004. THE GOVT. SHALL FILE AND SERVE ITS RESPONSES TO THE TWO PENDING MOTIONS TO SUPPRESS EVIDENCE ON OR BEFORE 12/1/04. A HEARING ON THE MOTIONS TO SUPPRESS EVIDENCE IS SCHEDULED FOR 12/7/04 AT 10:00 A.M., COURTROOM 12B. Signed by Judge JAN E. DUBOIS on 10/25/04.10/26/04 Entered and Copies Mailed, E-Mailed and Faxed. (jcz, ) (Entered: 10/26/2004)",order
cacd;;2:17-cv-06726,"JUDGMENT by Magistrate Judge Michael R. Wilner. For the reasons stated in the Courts Findings of Fact and Conclusions of Law, judgment is hereby ENTERED in favor of Plaintiff Anderson and against Defendant United States of America in the amount of $1,500. Related to: Minutes of In Chambers Order/Directive - no proceeding held, 74 (MD JS-6, Case Terminated). (vm) (Entered: 10/17/2019)",judgment|mentions conclusions
ilnd;;1:10-cv-01733,"MEMORANDUM by Allstate Insurance Company in support of motion for judgment not withstanding the verdict 310 (Pauling, Gerald) (Entered: 07/19/2016)",memorandum
nynd;;5:16-cv-00212,"CERTIFICATE OF SERVICE by Michele Pistello re 81 Proposed Voir Dire, 79 Exhibit List, 82 Trial Brief, 78 Court Ordered Voir Dire, 84 Proposed Jury Instructions, 87 Deposition Transcript, 86 First MOTION in Limine filed by Michele Pistello., 80 Pretrial Stipulation, 89 Deposition Transcript, 83 Witness List, 85 Proposed Verdict Form, 88 Deposition Transcript (Ciotoli, Stephen) (Entered: 06/18/2021)",
paed;;2:11-cv-32224,"AMOCO DEFENDANTS MOTION FOR LEAVE TO FILE REPLY BRIEF IN SUPPORT OF AMOCO DEFENDANTS MOTIONS TO DISMISS GROUPS 1-7 ACTIONS THAT ARE NON-COMPENSABLE AS A MATTER OF LAW. (kah, ) (Entered: 03/08/2012)",motion|motion for leave|motion to file
ilnd;;1:14-cr-00467,"ORDER as to Debra A. Schultz: Jury deliberates. Jury reaches a verdict. Jury finds Debra A. Schultz GUILITY on Counts Two, Four, and Five of the Indictment. Defendant's oral motion for an extension of time to file posttrial motions is granted. Defendant is given until 2/17/2017 to file any post-trial motions; Government is given until 3/3/2017 to respond; Defendant is given until 3/17/2017 to reply. Waiver of Forfeiture Determination by a Jury executed in open court. By agreement of the parties, sentencing is set for 5/19/2017 at 10:30 a.m. The defendant is given until 4/21/2017 to file sentencing memorandum, including any objections to the presentence investigation report or sentencing recommendations, and the Government is given until 5/5/2017 to respond. After balancing the factors discussed in United States v. Peterson, 711 F.3d 770,779 (7th Cir. 2013), the Court has decided to generally require the Probation Office to provide a copy of its sentencing recommendation to Defendant's counsel and to the Government's counsel, and that requirement applies here. Signed by the Honorable Robert M. Dow, Jr on 1/18/17. Mailed notice (las, ) (Entered: 01/19/2017)",order|verdict
caed;;1:16-cv-00787,"MINUTES (Text Only) for proceedings before Magistrate Judge Sheila K. Oberto: JURY TRIAL Day 4 held on 10/30/2018. Outside the presence of the jury, the Court advises the parties that the Court will reserve ruling on the defendants Rule 50(a) motion pending the outcome of the jury verdict. Jury returns. Defendant calls Richard Robertson and Clarence Chapman, who were both sworn & testified. Defendant rests his case. Jury is further instructed on the law. Parties give their closing statements as well as rebuttal argument. Jury is read the final instructions and case is given to the jury for deliberations. Jury is released for the day and will return for Jury Trial Day 5 set for 10/31/2018 at 09:00 AM to begin deliberations. Plaintiffs Counsel Neil Gehlawat & Randi Ibrahim present. Defendants Counsel John Bridges and Matthew Roman present. ECRO - O. Rosales. (Kusamura, W) (Entered: 10/31/2018)",jury trial|minute entry|trial
ared;;4:16-cv-00022,"OBJECTIONS by Little Rock, City of re 14 Proposed Findings of Fact and Conclusions of Law. (mcz) (Entered: 01/19/2016)",mentions conclusions
wawd;;2:17-cv-01182,"MOTION for Judgment as a Matter of Law, filed by Defendant Valve Corporation. Noting Date 1/29/2021, (Skok, Gavin) (Entered: 01/29/2021)",motion|motion for judgment|motion for judgment as a matter of law
ilnd;;1:09-cv-05022,"MINUTE entry before Honorable Elaine E. Bucklo:WORLD PAC'S MOTION TO STRIKE CERTAIN OF VISKASE'SRULE 56.1 CONSOLIDATED PROPOSED FINDINGS OF FACT 397 is taken under advisement. Parties need not appear as to this motion # 397 on 1/5/2011. Mailed notice (pm, ) (Entered: 01/04/2011)",minute entry
cacd;;5:17-cv-02110,ORDER ACCEPTING REPORT AND RECOMMENDATIONS by Judge Dolly M. Gee for Report and Recommendation (Issued) 25 . IT IS ORDERED that: (1) the Report and Recommendation is approved and adopted as the Findings of Fact and Conclusions of Law herein; (2) the decision of the Administrative Law Judge is affirmed; and (3) Judgment shall be entered in favor of Defendant. (see document for further details) (hr) (Entered: 03/29/2019),mentions conclusions|order
nysd;;1:16-cv-04297,"ORDER granting 21 Letter Motion for Extension of Time to File Proposed Finding of Facts and Conclusions of Law. Defendants' proposed findings of fact and conclusions of law is now due May 2, 2018. (HEREBY ORDERED by Judge Edgardo Ramos)(Text Only Order) (Ramos, Edgardo) (Entered: 04/27/2018)",mentions conclusions|order
laed;;2:17-cv-05109,"Proposed Findings of Fact & Conclusions of Law by Jamaal Ford. (Wexler, Noah) (Entered: 02/09/2018)",findings of fact|mentions conclusions|proposed
txwd;;6:16-cr-00317,ORDER accepting re 416 Findings of Fact on Plea as to Marisela Garza. Guilty plea accepted. Signed by Judge Robert Pitman. (jch) (Entered: 05/24/2017),order
scd;;2:17-cr-00563,"JUDGMENT as to Delanor Lamont Simmons (1), Count(s) 1,2,3,5: The defendant is hereby committed to the custody of the Federal Bureau of Prisons to be imprisoned for a total term of ONE HUNDRED TWENTY (120) months. Said terms consists of 60 months as to Counts 1, 2 and 3, all to run concurrently and 60 months as to Count 5, to run consecutively to all other counts. The defendant shall pay the mandatory $400.00 special assessment fee, due beginning immediately. The court makes the following recommendations to the Bureau of Prisons: The defendant be considered for the RDAP program. Defendant be designated to FCI Jesup or FCI, Butner. The defendant is remanded to the custody of the United States Marshal. Upon release from imprisonment, the defendant shall be on supervised release for a term of FIVE (5) years. Said term consist of 5 years as to Counts 1 and 2, 4 years as to Count 3, and 2 years as to Count 5, all to run concurrently. While on supervised release, the defendant shall comply with the mandatory and standard conditions of supervision outlined in 18 U.S.C. §3583 (d). The defendant shall also comply with the following special conditions for the reasons set forth in the presentence report which has previously been adopted by the Court as the finding of facts for the purposes of sentencing: 1. The defendant shall participate in a program of testing for substance abuse as approved by the U.S. Probation Officer. 2.The defendant shall satisfactorily participate in and complete a Cognitive Behavioral Treatment Program as approved by the U.S. Probation Office. 3. The defendant shall enroll in and complete an accredited educational program as approved by the U.S. Probation Officer with the objective of obtaining a GED, unless already obtained during the period of incarceration. 4.The defendant shall contribute to the costs of any treatment, drug testing and/or location monitoring not to exceed an amount determined reasonable by the court approved U.S. Probation Offices Sliding Scale for Services, and shall cooperate in securing any applicable third-party payment, such as insurance or Medicaid. You must cooperate in the collection of DNA as directed by the probation officer. Count(s) 4, Dismissed on motion of the government. Signed by Honorable Richard M Gergel on 6/14/2018. (erav, ) (Entered: 06/14/2018)",judgment|sentence
ded;;1:17-cv-00075,"MEMORANDUM ORDER re 280 MOTION for Judgment as a Matter of Law (Renewed) or, in the Alternative, a New Trial filed by Sun Life Assurance Company of Canada is DENIED. U.S. Bank will be awarded restitution damages totaling $1,923,068 plus prejudgment interest to be determined. Signed by Judge Leonard P. Stark on 12/30/19. (ntl) (Entered: 12/30/2019)",memorandum|order
paed;;2:11-cv-30511,"MOTION FOR LEAVE TO FILE REPLY BRIEF IN SUPPORT OF MOTION OF MULTIPLE SHIPOWNER DEFENDANTS REPRESENTED BY THOMPSON HINE LLP TO DISMISS GROUP 1 ACTIONS THAT ARE NON-COMPENSABLE AS A MATTER OF LAW.(stwe, ) (Entered: 02/21/2012)",motion|motion for leave|motion to file
okwd;;5:16-cv-00425,SCHEDULING ORDER: Motions in limine due 7/20/2017; Statement of cs due 7/20/2017; Trial briefs due 7/20/2017; Proposed Findings of Fact and Conclusions due 7/20/2017; Bench Trial set on the court's 08/2017 trial docket in Courtroom 301 before Honorable Joe Heaton. Discovery due by 5/1/2017. Motions due by 6/1/2017. Pretrial Report due by 7/20/2017. Signed by Honorable Joe Heaton on 12/6/2016. (cla) (Entered: 12/06/2016),mentions conclusions|order
ilnd;;1:08-cv-06621,"MINUTE entry before Honorable Rebecca R. Pallmeyer: On the court's own motion, ruling on motion for judgment as a matter of law 192 set for 4/5/2013 is stricken. Ruling to be made by mail. Mailed notice (etv, ) (Entered: 04/04/2013)",minute entry
ilnd;;1:14-cv-07097,"MOTION by Counter Defendant The Frain Group, Inc. for extension of time to file findings of fact and conclusions of law (JOINT MOTION) (Diamond, Tami) (Entered: 06/06/2018)",bilateral|mentions conclusions|motion|motion for time extension
tnmd;;3:17-cv-00743,"MEMORANDUM in Support of 254 Memorandum in Support, 253 MOTION for Judgment as a Matter of Law filed by Rebecca Cassel, Success Group International Learning Alliance, LLC Amended. (Attachments: # 1 Exhibit A - Appendix that compares pages of the Guide and pre-existing training materials)(Creson, Gibeault) (Entered: 05/28/2019)",memorandum
ilnd;;1:09-cv-06333,"MINUTE entry before Honorable Suzanne B. Conlon: Plaintiff Steven Lundy does not respond to defendant Russell Larson's motion to dismiss Counts II (Section 1985 conspiracy), III (defamation), and IV (malicious prosecution) of the second amended complaint pursuant to Fed. R. Civ. P. 12(b)(6). The uncontested motion to dismiss 34 is granted in part and denied in part. Larson states plausible bases to dismiss Counts II and III. Kirksey v. R.J. Reynolds Tobacco Co., 168 F.3d 1039, 1041 (7th Cir. 1999). Count IV for malicious prosecution stands. Collateral estoppel does not bar the malicious prosecution claim; Larson fails to establish as a matter of law that Lundy's stipulation of probable cause to proceed with a suspension hearing before the City of Calumet City police commissioner board is identical to probable cause to initiate a criminal proceeding against Lundy. Hukic v. Aurora Loan Servs., 588 F. 3d 420, 431 (7th Cir. 2009). Larson must answer Counts I (Section 1983 first amendment violation) and IV (malicious prosecution) by February 16, 2010. Mailed notice(air, ) (Entered: 02/04/2010)",12(b)(6)|granting motion to dismiss|minute entry
vaed;;3:17-cv-00409,"Stipulation and Agreed Order Extending Time to Respond to Proposed Findings of Facts and Conclusions of Law. Signed by Kevin R. Huennekens, U.S. Bankruptcy Judge on 06/04/2021. (tjoh, ) (Entered: 06/30/2021)",bilateral|mentions conclusions|order|stipulation
insd;;1:16-cv-02117,"Entry on Post-Trial Motions - While the Court has great sympathy for Bohanon and the harm he suffered, the City's policies did not give ""rise to the harm"" as required under Monell; rather, ""the harm resulted from the acts of the [City's] agents."" See Glisson, 849 F.3d at 379. The City's Motion for Judgment as a Matter of Law ECF No. 213 is granted. The City's Motion for New Trial or to Amend Judgment ECF No. 215 is denied as moot. Plaintiff's Motion for Award of Attorneys' Fees and Expense ECF No. 204 and 33 Plaintiff's Motion for Supplemental Award of Attorney's Fees ECF No. 240 are denied as moot. ***SEE ORDER FOR ADDITIONAL INFORMATION*** Signed by Judge James R. Sweeney II on 9/30/2020. (JDC) (Entered: 09/30/2020)",
hid;;1:16-cr-00739,"ADVISORY ENTRY-Please be advised that Document 257 Certificate of Service contains the wrong case information. If the filing party has not done so, please file an amended document with the correct case information. (jo) (Entered: 03/12/2020)",
